油嘴,油压,日产液量,日产油量,日产气量
3,26.8,63,31.6,2364
3,26.7,64,32.2,2388
3,26.6,64,32.4,2448
3,26.5,64,32.5,2433
3,26.5,64,32.4,2455
3,26.4,64,32.9,2423
3,26.4,64,33.2,2385
3,26.3,64,33.4,2364
3,26.2,63,33.7,2413
3,26.3,63,35,2349
3,26.3,62,35.2,2451
3,26.5,62,35.6,2455
3,26.6,62,37.1,2486
3,26.6,60,37.4,2447
3,26.6,60,38.7,2447
3,26.7,60,38.6,2502
3,27,59,39,2611
3,26.8,60,40.6,2583
3,27,60,41,2641
3,26.8,64,44.4,2668
3,26.6,66,45.1,2945
3,26.5,67,45,2921
3,26.5,68,47.4,2592
3,26.3,68,49,2533
3,26.4,68,48.8,2256
3,26.2,66,49.1,2351
3,26.8,66,52.4,2455
3,27,63,49.2,2381
3,27,62,47.2,2566
3,26.8,62,44.7,2453
3,26.8,62,43.1,2142
3,26.7,62,44,2204
3,26.6,60,43.3,2164
3,26.5,59,43.1,2279
3,26.5,55,43.2,1894
3,26.4,52,43.4,2254
3,26.4,50.2,35.9,6169
3,26.3,49.8,36.4,2064
3,26.3,48.5,35.2,1983
3,26.2,50.1,35.9,2114
3,26.2,50.2,33.5,2085
3,26.1,51.8,38.2,1986
3,26.1,49.95,32.8,1887
3,26.1,49.95,35.2,1887
3,26,48.94,35.6,1945
3,25.9,49.88,35.8,2033
3,25.9,50.08,35.4,2105
3,25.9,49.28,36.6,2211
3,25.8,48.04,33.6,1988
3,25.8,47.25,32.3,1755
3,25.7,46.53,32.6,1792
3,25.7,46.8,35.5,1855
3,25.7,46.2,32.6,1712
3,25.7,47,33.5,1844
3,25.6,46.5,34.1,1782
3,25.6,45.9,32.1,1701
3,25.5,45.21,31.4,1688
3,25.4,46.17,30.6,1784
3,25.4,45.8,32.4,1642
3,25.4,46.7,30.7,1759
3,25.4,46.32,31,1841
3,25.4,46.38,32.5,1984
3,25.4,45.98,33.3,1860
3,25.3,45.12,32.2,1786
3,25.3,46.22,31.7,1847
3,25.2,45.38,29.2,1943
3,25.2,45.72,31.2,2084
3,25.2,46.13,32.5,1986
3,25.2,46.33,30.1,2153
3,25.1,45.88,32.1,1984
3,25.1,46.94,32.5,2218
3,25.1,46.02,33.3,2341
3,25.1,45.36,32.4,2281
3,25,46.55,31.8,2085
3,25,45.87,31.9,2276
3,24.9,45.37,32.1,2088
3,24.9,45.72,31.7,2246
3,24.9,46.88,34,2355
3,24.9,47.15,35.4,2481
3,24.8,47.36,32.4,2271
3,24.8,47.61,32.4,2311
3,24.8,47.33,32.8,2276
3,24.7,45.53,34.7,2086
3,24.7,46.15,33.6,1988
3,24.7,45.94,29.9,2084
3,24.6,46.21,31.5,2437
3,24.6,45.51,30.6,1943
3,24.6,46.33,33.2,1796
3,25.8,64.16,45.8,2016
3,24.8,58.94,46.6,1981
3,24.4,59.88,42.7,2122
3,23.8,60.25,39.2,2150
3,23.2,59.56,39.3,2088
3,22.9,60.57,42.5,2134
3,22.6,60.24,40.4,2033
3,22.6,58.44,39.5,2216
5,20.6,88.65,47.3,2386
3,18.5,50.3,24,4563
3,18.6,40.1,21.2,4638
3,19.3,42.28,22.2,1680
3,19.9,43.2,25,1596
3,20.3,43.8,23.1,1582
3,20.3,42.4,24.7,1634
3,20.4,45.3,28,1562
3,20.32,46.6,27.7,1674
3,20.4,49.5,32.8,1860
3,20.5,51.4,28.4,1758
3,20.5,54.3,30.7,1870
3,20.1,50.3,25.3,1653
3,20.2,51.2,29,1780
3,20.4,49.8,31.4,1862
3,20.3,48.9,30.9,1856
3,20.3,49.3,28.8,1834
3,20.4,49.3,31.4,1856
3,20.4,50.1,30,1850
3,20.4,49.4,31.8,1875
3,20.28,48.5,28.6,1810
3,20.28,48.3,31.1,1805
3,20.2,48.4,33.7,1959
3,20.2,48.4,32.2,1895
3,20.2,50.1,36,1897
3,20.1,49.2,30.8,1850
3,20.1,47.8,29.6,1786
3,19.99,46.9,30,1756
3,19.84,45.9,26.9,1780
3,20.1,48.5,30.7,1856
3,19.96,47.6,27.7,1752
3,19.56,48.2,31,1896
3,19.98,48.6,30.5,1863
3,19.42,47.5,30.8,1875
3,19.98,48.9,33.3,1879
3,19.27,47.3,33.7,1856
3,19.13,46.8,29.9,1796
3,19.14,47.2,30.6,1805
3,19.12,46.5,32,1864
3,19.09,46.8,32,1896
3,18.97,45.9,32.8,1905
3,18.97,47.5,30.4,1836
3,18.97,46.5,28.1,1769
3,18.93,47.9,26.9,1705
3,18.87,48.1,30.2,1879
3,18.88,48.5,29.7,1901
3,18.86,48.9,28.1,1823
3,18.89,48.1,30.6,1871
3,18.69,48.6,31.2,1881
3,18.54,48.2,28.1,1841
3,18.56,47.4,32.9,1841
3,18.32,47.9,33.3,1864
3,18.47,47.5,34.3,1891
3,18.32,46.5,34.8,1901
3,18.32,46.5,34.8,1901
3,18.45,45.9,36,2014
3,18.27,46.8,35,2098
3,18.21,45.6,33.5,2053
3,18,45.1,31.7,2019
3,18.05,45.6,30.8,2016
3,17.94,45.1,28.3,1864
3,17.89,45.9,29.8,1978
3,18.01,46.5,30.6,1961
3,17.94,45.5,28.1,1856
3,17.8,45.9,27.4,1796
3,17.87,45.7,26.3,1711
3,17.74,46.2,28.1,1804
3,17.71,45.9,28.5,1608
3,17.91,46.9,28,1708
3,17.71,45.4,26.1,1653
3,17.63,44.6,27.2,1689
3,17.54,43.2,25,1615
3,17.49,42.9,25.7,1656
3,17.41,42.8,26,1618
3,17.32,41.2,24.6,1512
3,17.28,39.1,23.7,1524
3,17.23,38.5,23,1449
3,17.2,37.9,23.1,1469
3,17.18,38.1,23.5,1516
3,17.21,39.4,24.6,1552
3,17.19,37.9,24.1,1542
3,17.19,38.1,24.5,1553
3,17.22,37.5,24.2,1524
3,17.2,37.9,24.6,1516
3,17.21,38.1,24.1,1518
3,17.22,37.5,24.3,1501
3,17.24,38.5,24.7,1498
3,17.23,37.9,24.9,1512
3,17.22,38.1,24.9,1543
3,17.21,37.8,24.5,1523
3,17.23,38.5,25.4,1573
3,17.24,38.9,26,1564
3,17.23,39,25.8,1569
3,17.24,38.7,25.1,1496
3,17.23,39,25.5,1501
3,17.22,39.4,25.7,1518
3,17.29,40.1,26.6,1585
3,17.32,40.4,27.1,1527
3,17.36,41.4,27.5,1548
3,17.27,42,28.4,1555
3,17.3,41.7,27.6,1512
3,17.29,41.9,27.5,1534
3,17.06,43.5,28.2,1567
3,17.03,44.3,29,1570
3,17.04,44.6,30.3,1543
3,17.01,46.2,31.5,1509
3,17.02,45,30.8,1563
3,16.98,45.6,30.6,1618
3,17.02,47.8,32.2,1672
3,17.05,47.7,31.3,1627
3,17,47.2,31.8,1664
3,16.93,46.9,31.1,1656
3,17.01,47.4,31.5,1635
3,17,46.5,32.1,1611
3,16.82,46.1,31.3,1599
3,16.76,46.7,31.8,1617
3,16.76,47,31.6,1668
3,16.67,47,31.1,1634
3,16.62,46.6,32.1,1586
3,16.62,46.8,32.5,1593
3,16.64,46.3,32.4,1597
3,16.67,46.7,32.4,1610
3,16.5,45.5,31.8,1622
3,16.46,46,31.6,1605
3,16.51,46.2,31.5,1587
3,16.4,45.9,31.6,1642
3,16.36,45.8,31,1592
3,16.34,45.5,30.5,1601
3,16.36,45.8,31.9,1629
3,16.37,45.8,32.1,1606
3,16.2,44.6,31.3,1588
3,16.19,44.9,31.6,1573
3,16.24,45.5,32.4,1609
3,16.22,45.3,32.1,1635
3,16.17,45.2,31.3,1627
3,16.13,45.2,31.1,1594
3,16.2,45.4,31.2,1571
3,16.21,45.3,31.8,1580
3,16.11,45.1,31,1572
3,16.03,44.9,30.1,1593
3,16.07,45,30.4,1568
3,15.94,44.7,30.2,1559
3,15.94,44.6,30.8,1577
3,15.91,44.5,30.5,1565
3,15.98,44.8,30.1,1601
3,15.95,44.6,30.6,1617
3,15.9,44.5,30.6,1588
3,15.86,44.3,29.8,1654
3,15.82,44.2,29,1599
3,15.79,44.1,28.9,1538
3,15.81,44.1,29.3,1510
3,15.75,44,30.1,1563
3,15.73,43.9,29.5,1602
3,15.63,43.7,28.7,1669
3,15.54,43.4,28.7,1693
3,15.5,43.3,28.5,1712
3,15.48,43.3,27.8,1732
3,15.46,43.2,28,1748
3,15.42,43,28,1684
3,15.41,42.9,27.8,1710
3,15.39,42.8,28.3,1752
3,15.39,42.7,28.3,1686
3,15.38,42.7,28.7,1625
3,15.34,42.5,28,1643
3,15.31,42.4,27.7,1577
3,15.29,42.5,28,1591
3,15.27,42.4,28.4,1633
3,15.27,42.5,28.3,1665
3,15.18,42.5,27.9,1607
3,15.17,42.4,27.9,1653
3,15.16,42.3,27.6,1635
3,15.13,42.2,27.5,1635
3,15.13,42.1,28.3,1632
3,15.1,42,27.5,1698
3,15.09,41.9,27.4,1649
3,15.05,41.6,28,1726
3,15.01,41.3,28.3,1676
3,14.99,41.2,28.2,1704
3,14.95,41,27.5,1737
3,14.95,41,27.4,1644
3,14.94,40.9,27,1693
3,14.88,40.5,27.3,1667
3,14.84,40.2,27.4,1715
3,14.83,40.1,26.7,1643
3,14.82,39.9,27.2,1650
3,17.49,39.6,26.3,1679
3,14.75,39.2,26.4,1692
3,14.75,39.1,26.8,1638
3,14.72,39,26.2,1638
3,14.69,38.9,26.5,1681
3,14.65,38.8,26.6,1707
3,14.62,38.7,25.9,1745
3,14.62,38.7,25.5,1751
3,14.55,38.6,26.1,1697
3,14.54,38.6,25.4,1713
3,14.52,38.6,25.1,1669
3,14.51,38.9,25.8,1676
3,14.46,38.8,26.2,1682
3,14.41,38.9,26.8,1724
3,14.37,38.7,26.9,1705
3,14.35,38.6,26.8,1690
3,14.32,38.5,26.3,1655
3,14.31,38.5,26.8,1638
3,14.27,23.5,16.4,2193
3,14.44,38.9,26.4,1683
3,14.35,39,27.2,1665
3,14.28,38.9,26.6,1703
3,14.22,39,27.5,1721
